Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
1996-97,Tim Hardaway,10,24,6.5,13.8,3.5,10.2,5,6.3,0.8,4,4.8,12.1,2.6,0.2,4,2.9,28.5,0.415,0.469,0.344,0.489,0.799,0.532,3136,30,,,,,,,,
1997-98,Tim Hardaway,10,23.3,7.3,15.4,2.8,8,4.6,5.9,0.9,4.5,5.4,12.1,2.4,0.3,4,3.6,27.5,0.431,0.472,0.351,0.49,0.781,0.53,3031,31,,,,,,,,
1998-99,Tim Hardaway,9.6,24,6,14.1,3.6,9.9,3.9,4.8,0.5,4.4,4.9,11.2,1.8,0.2,4.2,3.3,26.7,0.4,0.429,0.36,0.475,0.812,0.511,1772,32,,,,,,,,
2000-01,Tim Hardaway,8.6,22,4.6,11.1,4,10.9,3.1,3.8,0.5,3.8,4.3,10.2,1.9,0.1,4,3.3,24.3,0.392,0.417,0.366,0.482,0.801,0.513,2613,34,,,,,,,,
2013-14,Tim Hardaway,8.3,19.5,4.7,9.3,3.7,10.2,3,3.6,0.5,2.9,3.4,1.9,1.2,0.2,1.3,4.1,23.4,0.428,0.498,0.363,0.523,0.828,0.554,1875,21,,,,,,,,
2014-15,Tim Hardaway,8.7,22.5,4.9,11.4,3.8,11.1,3.9,4.9,0.4,4.5,4.9,4,0.6,0.4,2.6,3.7,25.2,0.389,0.435,0.342,0.474,0.801,0.512,1681,22,,,,,,,,
2016-17,Tim Hardaway,9.5,20.9,6.1,11.3,3.4,9.5,3.8,4.9,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,0.455,0.537,0.357,0.537,0.766,0.568,2154,24,,,,,,,,
1993-94,Anfernee Hardaway,8.5,18.3,7.7,15.1,0.8,3.1,4.1,5.5,3.2,4.1,7.3,9.1,3.2,0.9,4.9,3.4,22,0.466,0.507,0.267,0.489,0.742,0.531,3015,22,,,,,,,,
1994-95,Anfernee Hardaway,10.2,19.9,8.7,15.5,1.5,4.3,6.2,8.1,2.4,3.4,5.8,9.6,2.3,0.5,4.5,2.7,28.1,0.512,0.558,0.349,0.55,0.769,0.599,2901,23,,,,,,,,
1995-96,Anfernee Hardaway,10.8,21.1,9.3,16.2,1.5,4.9,7.7,10.1,2.2,3.9,6.1,10.1,2.9,0.7,4,2.8,30.9,0.513,0.573,0.314,0.549,0.767,0.605,3015,24,,,,,,,,
1996-97,Anfernee Hardaway,10.3,23,8.2,16.5,2.1,6.5,6.9,8.4,2,4.4,6.4,8.1,2.3,0.9,3.5,3,29.6,0.447,0.499,0.318,0.493,0.82,0.554,2221,25,,,,,,,,
1998-99,Anfernee Hardaway,8.4,19.9,7.3,16,1.1,3.9,4.1,5.9,2.1,5.8,7.9,7.4,3.1,0.6,4.2,3.1,22,0.42,0.452,0.286,0.448,0.706,0.488,1944,27,,,,,,,,
1999-00,Anfernee Hardaway,8.6,18.1,7.8,15.8,0.7,2.3,5.1,6.5,2.1,5.8,7.9,7.1,2.1,0.9,3.5,3.7,23,0.474,0.496,0.324,0.494,0.79,0.549,2253,28,,,,,,,,
2001-02,Anfernee Hardaway,8.3,19.9,7.8,18.1,0.5,1.8,3.4,4.2,2.1,5.4,7.5,6.9,2.6,0.7,4,3.9,20.4,0.418,0.432,0.277,0.43,0.81,0.472,2462,30,,,,,,,,
2003-04,Anfernee Hardaway,7,17.1,6.3,15.1,0.8,2,2.8,3.5,1.7,5.5,7.2,4.4,1.8,0.5,2.7,3.7,17.6,0.411,0.415,0.38,0.433,0.804,0.472,2095,32,,,,,,,,
1980-81,Bill Hanzlik,5.2,11,5.2,10.8,0,0.2,4.5,5.7,2.5,3.3,5.8,4.2,2.2,0.8,3.2,6.4,15.1,0.478,0.482,0.2,0.479,0.793,0.558,1259,23,,,,,,,,
1981-82,Bill Hanzlik,4.1,8.7,4.1,8.6,0,0.1,3.4,4.3,2.4,4.1,6.5,4.4,2,0.7,2.6,6.1,11.5,0.468,0.473,0,0.468,0.784,0.543,1974,24,,,,,,,,
1982-83,Bill Hanzlik,5.2,12.1,5.1,11.9,0,0.2,3.5,4.4,2.2,4.3,6.5,7.4,2.1,0.4,4,6.1,13.8,0.428,0.433,0.143,0.429,0.781,0.493,1547,25,,,,,,,,
1983-84,Bill Hanzlik,3.9,9.1,3.8,8.7,0.1,0.4,4.9,6.1,2,4.1,6.1,7.5,2,0.6,3.2,7.5,12.8,0.431,0.439,0.25,0.436,0.807,0.546,1469,26,,,,,,,,
1984-85,Bill Hanzlik,5.9,13.9,5.8,13.5,0,0.4,4.8,6.3,2.3,3.2,5.5,5.6,2.2,0.7,3.1,7.8,16.6,0.421,0.432,0.067,0.422,0.756,0.495,1673,27,,,,,,,,
1985-86,Bill Hanzlik,7.5,16.8,7.3,15.9,0.2,0.9,7.2,9.2,2,4,6,7.2,2.4,0.4,3.7,6.3,22.4,0.447,0.461,0.195,0.452,0.785,0.537,1982,28,,,,,,,,
1986-87,Bill Hanzlik,7,16.9,6.5,15.1,0.5,1.8,7.2,9.1,1.8,4,5.8,6.4,2,0.6,3,5.6,21.6,0.412,0.428,0.275,0.426,0.786,0.516,1990,29,,,,,,,,
1987-88,Bill Hanzlik,3.7,9.8,3.6,9.2,0.1,0.5,4.4,5.6,1.3,4.5,5.8,5.7,2.2,0.6,3.2,6.3,11.9,0.38,0.391,0.188,0.385,0.791,0.488,1334,30,,,,,,,,
1989-90,Bill Hanzlik,5.1,11.2,4.9,10.4,0.2,0.9,3.9,5.2,1.9,4,5.9,5.3,2.2,0.8,2.5,7.1,14.2,0.452,0.474,0.194,0.46,0.743,0.525,1605,32,,,,,,,,
1985-86,Bob Hansen,6.8,14.4,6.4,13.2,0.4,1.1,2.2,3,1.9,3.7,5.6,4.4,1.7,0.2,2.9,4.7,16.2,0.476,0.488,0.34,0.49,0.72,0.517,2032,25,,,,,,,,
1986-87,Bob Hansen,8.7,19.2,8.2,17.8,0.5,1.4,4.4,5.7,2.7,3.8,6.5,3.3,1.4,0.2,2.5,4.7,22.3,0.453,0.46,0.356,0.466,0.76,0.512,1453,26,,,,,,,,
1987-88,Bob Hansen,8.3,16.1,7.5,13.5,0.8,2.6,3,4,1.7,3.2,4.9,4.6,1.7,0.1,2.4,5.1,20.5,0.517,0.553,0.33,0.543,0.743,0.573,1796,27,,,,,,,,
1989-90,Bob Hansen,6.1,13.1,4.8,9.5,1.2,3.5,0.8,1.5,1.5,3.7,5.3,3.4,1.2,0.3,1.8,4.5,14.2,0.467,0.51,0.351,0.514,0.516,0.517,2174,29,,,,,,,,
2010-11,Tyler Hansbrough,9.4,20.2,9.4,20.2,0,0.1,6.5,8.4,4.8,7.3,12.1,1.4,1.2,0.5,2.5,5.3,25.3,0.465,0.466,0,0.465,0.779,0.529,1535,25,,,,,,,,
2011-12,Tyler Hansbrough,7.1,17.6,7.1,17.5,0,0,8.3,10.2,4.1,6.5,10.6,1.1,2,0.3,2.4,5.8,22.5,0.405,0.406,0,0.405,0.813,0.511,1442,26,,,,,,,,
2012-13,Tyler Hansbrough,6.9,15.9,6.9,15.7,0,0.1,8.4,11.7,6.3,8.3,14.5,1.4,1.1,0.7,3,5.9,22.1,0.432,0.436,0,0.432,0.72,0.527,1366,27,,,,,,,,
2013-14,Tyler Hansbrough,5,10.5,5,10.4,0,0.1,6.7,9.9,6.4,8.9,15.3,0.9,1.5,1,2.5,7.1,16.7,0.474,0.479,0,0.474,0.681,0.562,978,28,,,,,,,,
2014-15,Tyler Hansbrough,4.2,8.1,4.2,7.7,0,0.3,4.7,6.8,5.2,7.8,13,1,1.5,0.7,1,6.9,13.2,0.521,0.538,0.143,0.524,0.698,0.597,1058,29,,,,,,,,
1990-91,Tom Hammonds,7.5,16.2,7.5,16,0,0.2,2.7,3.8,2.8,7.1,9.9,2.1,0.7,0.3,2.6,5.2,17.7,0.461,0.467,0,0.461,0.722,0.495,1023,23,,,,,,,,
1993-94,Tom Hammonds,6.5,13.1,6.5,13.1,0,0,4,5.9,3.5,7.8,11.3,1.9,1.1,0.7,2.3,5.2,17.1,0.5,0.5,,0.5,0.683,0.546,877,26,,,,,,,,
1994-95,Tom Hammonds,7.6,14.3,7.6,14.2,0,0.1,7.2,9.7,3,9.2,12.2,2,0.6,0.8,3.1,7.2,22.5,0.535,0.537,0,0.535,0.746,0.607,956,27,,,,,,,,
1995-96,Tom Hammonds,6.3,13.4,6.3,13.4,0,0,4.4,5.7,4.2,6.9,11.1,1.1,1.1,0.6,2.4,6.8,17,0.474,0.474,,0.474,0.765,0.537,1045,28,,,,,,,,
1996-97,Tom Hammonds,5.6,11.8,5.6,11.7,0,0.1,3.7,5.1,4,7.9,11.8,1.9,0.5,0.7,2.6,6.1,15,0.48,0.482,0,0.48,0.721,0.534,1758,29,,,,,,,,
1998-99,Tom Hammonds,6,13.2,6,13.2,0,0,3.5,5.5,4,6,10,1.5,0.6,0.5,2.4,6.5,15.6,0.458,0.458,,0.458,0.64,0.5,716,31,,,,,,,,
1979-80,Roy Hamilton,4.6,11.5,4.6,11.4,0,0.1,4.1,6,1.8,2.5,4.3,7.7,1.9,0.2,4.7,3.3,13.4,0.401,0.404,0,0.401,0.687,0.472,1116,22,,,,,,,,
1999-00,Richard Hamilton,9.6,22.8,8.5,19.9,1.1,2.9,3.9,5,1.4,3.4,4.9,4.1,1.1,0.2,3.2,5.4,24.1,0.42,0.428,0.364,0.443,0.774,0.482,1373,21,,,,,,,,
2000-01,Richard Hamilton,11.2,25.7,10.4,22.7,0.8,3,5.7,6.6,1.5,3.4,4.9,4.6,1.5,0.2,4.1,4.2,29,0.438,0.46,0.274,0.454,0.868,0.508,2519,22,,,,,,,,
2001-02,Richard Hamilton,11.6,26.7,11.2,25.7,0.4,1,7.4,8.3,1.8,3.5,5.3,4.2,0.9,0.3,3.3,3.4,31.1,0.435,0.438,0.381,0.443,0.89,0.511,2203,23,,,,,,,,
2002-03,Richard Hamilton,11.9,26.9,11.3,24.5,0.7,2.5,9.2,11.1,1.8,4.8,6.7,4.4,1.3,0.3,4.2,5.2,33.8,0.443,0.461,0.269,0.456,0.833,0.531,2640,24,,,,,,,,
2003-04,Richard Hamilton,10.4,23,10.1,21.6,0.4,1.3,5.9,6.7,1.5,4,5.5,6.1,2,0.3,4.1,4.4,27.1,0.455,0.466,0.265,0.462,0.868,0.522,2772,25,,,,,,,,
2004-05,Richard Hamilton,9.6,21.8,8.9,19.6,0.7,2.2,6.9,8.1,1.4,4.2,5.6,7,1.4,0.2,4.1,4.4,26.8,0.44,0.455,0.305,0.455,0.858,0.528,2926,26,,,,,,,,
2005-06,Richard Hamilton,12.7,25.9,11.6,23.5,1.1,2.3,5,5.9,1.6,3.4,5,5.4,1,0.3,3.4,4.1,31.5,0.491,0.494,0.458,0.512,0.845,0.553,2825,27,,,,,,,,
2006-07,Richard Hamilton,10.9,23.3,10,20.7,0.9,2.6,6.9,8,1.5,4.1,5.6,5.7,1.2,0.3,3.2,4.6,29.6,0.468,0.483,0.341,0.486,0.861,0.551,2763,28,,,,,,,,
2007-08,Richard Hamilton,11.3,23.4,9.9,20.2,1.4,3.2,4.2,5,1.7,3.6,5.3,6.8,1.7,0.2,3,3.9,28.2,0.484,0.492,0.44,0.515,0.833,0.552,2424,29,,,,,,,,
2008-09,Richard Hamilton,11.3,25.3,9.6,20.7,1.7,4.6,5.4,6.4,1.1,4,5,7.2,1,0.1,3.2,4.3,29.7,0.447,0.464,0.368,0.48,0.848,0.529,2279,30,,,,,,,,
2016-17,Justin Hamilton,7,15.3,4.8,8,2.2,7.2,1.6,2.1,2.9,7.7,10.6,2.2,1.2,1.7,1.7,3.7,17.8,0.459,0.598,0.306,0.532,0.75,0.55,1177,26,,,,,,,,
2013-14,Jordan Hamilton,7.1,18.2,3.7,8.6,3.4,9.6,1.9,2.5,1.5,7.8,9.4,2.5,2.1,1,2.2,3.2,19.5,0.391,0.433,0.354,0.484,0.784,0.507,1019,23,,,,,,,,
1997-98,Darvin Ham,4.5,8.6,4.5,8.6,0,0,2.9,6.1,5.9,4.9,10.8,1.3,1.7,2.1,3,9.7,11.9,0.529,0.529,,0.529,0.473,0.531,635,24,,,,,,,,
2001-02,Darvin Ham,5.3,9.3,5.2,9,0,0.3,2.7,5.4,4,4.9,8.9,3.2,1.1,1.6,3.7,7.7,13.3,0.569,0.583,0.143,0.571,0.504,0.571,1208,28,,,,,,,,
2002-03,Darvin Ham,4,9.1,4,8.9,0,0.2,2.2,4.5,4.2,4.6,8.7,2.2,0.9,1.1,3.7,7.2,10.3,0.447,0.455,0,0.447,0.481,0.464,926,29,,,,,,,,
1990-91,Jack Haley,6.6,14.1,6.6,14.1,0,0,4.6,7.4,5.7,8.9,14.6,1.3,0.8,0.9,2.6,8.2,17.8,0.469,0.469,,0.469,0.619,0.513,1178,27,,,,,,,,
2015-16,P.J. Hairston,5.6,15.7,2.9,6.4,2.7,9.3,1.9,2.5,1,5.7,6.7,1.5,1.2,0.4,1.6,5.3,15.8,0.355,0.449,0.29,0.441,0.781,0.47,1313,23,,,,,,,,
1992-93,Tom Gugliotta,8.5,20,7.8,17.6,0.7,2.4,3.2,4.9,3.9,9.9,13.7,5.4,2.4,0.6,4,3.4,20.9,0.426,0.446,0.281,0.443,0.644,0.472,2795,23,,,,,,,,
1993-94,Tom Gugliotta,9.7,20.8,9,18.1,0.7,2.7,3.8,5.6,3.4,9.7,13,4.9,3.1,0.9,4.4,3.1,23.9,0.466,0.495,0.27,0.483,0.685,0.514,2795,24,,,,,,,,
1994-95,Tom Gugliotta,7.3,16.5,6.1,12.8,1.2,3.7,3.4,5,3.2,8,11.3,5.5,2.6,1.2,3.7,4,19.2,0.443,0.478,0.323,0.479,0.69,0.515,2568,25,,,,,,,,
1995-96,Tom Gugliotta,8.6,18.2,8.1,16.6,0.5,1.6,5.2,6.8,3.2,9.3,12.5,4.3,2.5,1.7,4.2,4.8,22.8,0.471,0.487,0.302,0.484,0.773,0.54,2835,26,,,,,,,,
1996-97,Tom Gugliotta,10,22.6,9.6,21.1,0.4,1.6,7.8,9.6,3.2,8.7,11.9,5.7,2.2,1.5,5,4,28.3,0.442,0.456,0.258,0.451,0.82,0.526,3131,27,,,,,,,,
1998-99,Tom Gugliotta,9.5,19.6,9.4,19.3,0.1,0.2,5.9,7.4,4.5,8.5,13,4.1,2,0.7,3,3.8,24.9,0.483,0.486,0.286,0.485,0.794,0.545,1563,29,,,,,,,,
1979-80,Ernie Grunfeld,6.2,14,6.2,13.9,0,0.1,3.4,4.4,2.9,4.8,7.7,3.6,1.9,0.3,2.7,5,15.8,0.443,0.443,0.5,0.444,0.771,0.496,1397,24,,,,,,,,
1980-81,Ernie Grunfeld,7.8,14.5,7.8,14.5,0,0,2.2,3,0.9,5.2,6.2,6.1,1.8,0.4,2.6,4.6,17.8,0.535,0.535,,0.535,0.743,0.561,1584,25,,,,,,,,
1981-82,Ernie Grunfeld,10.5,20.5,10.4,20.1,0,0.3,4.7,5.7,1.4,3.2,4.5,6.9,1.8,1,3.7,4.8,25.7,0.511,0.517,0.143,0.512,0.821,0.558,1892,26,,,,,,,,
1982-83,Ernie Grunfeld,5.8,13.1,5.8,13,0,0.1,2.8,3.4,1.5,4.2,5.7,4.7,1.4,0.3,2.9,6,14.4,0.443,0.448,0,0.443,0.827,0.494,1422,27,,,,,,,,
1983-84,Ernie Grunfeld,7.2,15.7,7.1,15.3,0.1,0.4,2.8,3.6,1,4.2,5.2,4.7,1.9,0.3,3.1,6.5,17.2,0.459,0.465,0.222,0.461,0.771,0.499,1119,28,,,,,,,,
1985-86,Ernie Grunfeld,5.1,12.3,4.2,10.2,0.9,2.1,3.1,3.8,1.5,5.7,7.2,4.1,1.4,0.5,1.7,6.7,14.3,0.417,0.415,0.426,0.454,0.833,0.512,1402,30,,,,,,,,
1980-81,Bob Gross,6.1,11.5,6.1,11.3,0,0.2,3.3,3.8,3,4.9,7.9,6,2.2,1.6,3.6,5.7,15.4,0.528,0.538,0,0.528,0.849,0.584,1934,27,,,,,,,,
1980-81,Darrell Griffith,12.3,26.5,12.1,25.6,0.2,0.9,3.9,5.5,1.4,3.6,4.9,3.3,1.8,0.7,4,3.8,28.6,0.464,0.473,0.192,0.467,0.716,0.496,2867,22,,,,,,,,
1981-82,Darrell Griffith,12.3,25.4,12,24.5,0.3,0.9,3.4,4.8,2.3,3.2,5.4,3.3,1.7,0.6,3.4,3.8,28.2,0.482,0.489,0.288,0.487,0.697,0.511,2597,23,,,,,,,,
1982-83,Darrell Griffith,12.1,24.9,11.5,22.8,0.6,2.1,2.7,3.9,1.6,3.3,4.9,4.3,2.2,0.5,4,3,27.4,0.484,0.502,0.288,0.496,0.679,0.514,2787,24,,,,,,,,
1983-84,Darrell Griffith,12,24.6,10.5,20.2,1.6,4.4,2.6,3.7,1.6,4.2,5.8,4.9,2,0.4,4.2,3.5,28.2,0.49,0.518,0.361,0.522,0.696,0.539,2650,25,,,,,,,,
1984-85,Darrell Griffith,12,26.2,10.5,22,1.5,4.2,3.6,4.9,2,3.6,5.7,4,2.2,0.5,4.1,2.9,29,0.457,0.476,0.358,0.486,0.725,0.512,2776,26,,,,,,,,
1986-87,Darrell Griffith,11.7,26.2,10,21.2,1.7,5,3.8,5.4,2,3.7,5.7,3.3,2.4,0.7,3.4,4.2,28.8,0.446,0.473,0.335,0.478,0.703,0.505,1843,28,,,,,,,,
1988-89,Darrell Griffith,9.6,21.5,8.3,17.5,1.3,4,2.9,3.7,1.6,5.2,6.8,2.7,1.8,0.5,2.9,3.6,23.3,0.446,0.477,0.311,0.475,0.78,0.504,2382,30,,,,,,,,
1989-90,Darrell Griffith,10.4,22.5,7.6,15,2.8,7.4,1.8,2.7,1.5,4.3,5.7,2.2,2.4,0.7,2.6,5.2,25.4,0.464,0.509,0.372,0.525,0.654,0.536,1444,31,,,,,,,,
1990-91,Darrell Griffith,8.7,22.3,6.3,15.4,2.4,6.9,1.7,2.3,0.9,3.7,4.5,1.9,2.1,0.4,2.4,5,21.6,0.391,0.41,0.348,0.445,0.756,0.463,1005,32,,,,,,,,
1979-80,Paul Griffin,4.2,7.6,4.2,7.6,0,0,4.2,5.8,3.7,6.9,10.6,6,2,1.3,3.2,7.4,12.6,0.553,0.553,,0.553,0.725,0.621,1812,26,,,,,,,,
1980-81,Paul Griffin,4,7.9,4,7.9,0,0,4.1,6.1,4.4,7.8,12.2,6,1.9,0.9,3.2,5,12.1,0.511,0.511,,0.511,0.672,0.575,1930,27,,,,,,,,
2001-02,Eddie Griffin,7,19.1,4.4,11.3,2.6,7.8,1.8,2.5,3.4,8.6,11.9,1.5,0.5,3.8,1.3,3.4,18.4,0.366,0.392,0.33,0.434,0.744,0.456,1896,19,,,,,,,,
2002-03,Eddie Griffin,7.8,19.4,5.9,13.9,1.8,5.5,1.7,2.7,3.9,9.2,13.2,2.5,1.5,3.2,2.2,3.9,19,0.4,0.426,0.333,0.447,0.617,0.462,1890,20,,,,,,,,
2004-05,Eddie Griffin,7.3,18.9,4.9,11.5,2.4,7.4,2,2.8,4.6,11.7,16.4,1.9,0.8,4.3,2,4.3,19,0.387,0.425,0.328,0.451,0.718,0.474,1492,22,,,,,,,,
2005-06,Eddie Griffin,5.2,14.7,4.5,11.5,0.6,3.3,1.8,2.9,4.3,11.2,15.5,1.6,0.5,5.9,1.7,5,12.7,0.351,0.396,0.195,0.373,0.595,0.397,1359,23,,,,,,,,
2010-11,Blake Griffin,11.6,22.9,11.4,22.5,0.1,0.4,7.4,11.5,4.5,11.9,16.4,5.2,1,0.7,3.7,4.2,30.7,0.506,0.51,0.292,0.508,0.642,0.549,3112,21,,,,,,,,
2011-12,Blake Griffin,12.6,23,12.6,22.6,0,0.4,5.5,10.5,4.9,11.2,16.1,4.7,1.2,1.1,3.4,4.9,30.8,0.549,0.556,0.125,0.55,0.521,0.557,2392,22,,,,,,,,
2012-13,Blake Griffin,11.7,21.7,11.6,21.2,0.1,0.6,5.7,8.6,3.8,9.6,13.4,6.1,2,1,3.8,4.7,29.2,0.538,0.548,0.179,0.541,0.66,0.572,2598,23,,,,,,,,
2013-14,Blake Griffin,12.5,23.7,12.3,23,0.2,0.8,8.4,11.8,3.4,9.9,13.2,5.4,1.6,0.9,3.9,4.6,33.7,0.528,0.537,0.273,0.533,0.715,0.583,2863,24,,,,,,,,
2014-15,Blake Griffin,12.3,24.6,12.1,24.1,0.2,0.5,6.7,9.2,2.7,8.2,10.9,7.6,1.4,0.8,3.3,4.2,31.6,0.502,0.504,0.4,0.506,0.728,0.551,2356,25,,,,,,,,
2016-17,Blake Griffin,11.5,23.4,10.6,20.7,0.9,2.7,7.7,10.1,2.7,9.3,12,7.2,1.4,0.5,3.4,3.8,31.7,0.493,0.514,0.336,0.513,0.76,0.569,2076,27,,,,,,,,
1999-00,Adrian Griffin,4.6,10.9,4.2,9.4,0.4,1.5,3.1,4.2,3.4,6.4,9.8,4.7,3.1,0.4,2.4,5.8,12.8,0.424,0.447,0.281,0.443,0.753,0.503,1927,25,,,,,,,,
2002-03,Adrian Griffin,5.5,12.7,5.3,11.8,0.2,0.9,1,1.2,3.3,6.6,10,4,2.9,0.2,1.8,5.9,12.3,0.433,0.447,0.25,0.442,0.844,0.463,1373,28,,,,,,,,
1980-81,Kevin Grevey,9,19.8,8.2,17.3,0.8,2.4,4.4,5.2,1.2,2.7,3.9,5.4,1.2,0.3,2.6,2.9,23.1,0.453,0.471,0.331,0.474,0.841,0.524,2616,27,,,,,,,,
1981-82,Kevin Grevey,8.4,19.1,7.8,17.3,0.6,1.8,3.7,4.3,1.3,3.1,4.4,3.3,1,0.5,2.1,3.4,21.1,0.439,0.449,0.341,0.455,0.855,0.502,2164,28,,,,,,,,
1984-85,Kevin Grevey,7.7,17.3,7.4,15.9,0.3,1.3,3.6,4.4,1.1,3.1,4.2,3.8,1.2,0.1,2.2,3.5,19.4,0.448,0.465,0.242,0.458,0.822,0.505,1182,31,,,,,,,,
1979-80,Dave Greenwood,8.4,17.7,8.4,17.6,0,0.1,5.7,7,3.8,9.3,13.1,3.1,1,2.2,3.5,5.3,22.5,0.474,0.476,0.143,0.474,0.81,0.541,2791,22,,,,,,,,
1980-81,Dave Greenwood,8.5,17.4,8.5,17.4,0,0,3.8,5.1,4.3,8.5,12.7,3.8,1.4,2.2,3.4,5,20.8,0.486,0.487,0,0.486,0.748,0.528,2710,23,,,,,,,,
1981-82,Dave Greenwood,8,16.9,8,16.8,0,0,4,4.8,3.2,9.9,13.1,4.4,1.2,1.5,3,4.9,20,0.473,0.475,0,0.473,0.825,0.525,2914,24,,,,,,,,
1982-83,Dave Greenwood,6,13.2,6,13.1,0,0.1,3.2,4.5,4.2,10.5,14.7,2.9,1,1.7,3,5,15.2,0.455,0.457,0,0.455,0.708,0.5,2355,25,,,,,,,,
1983-84,Dave Greenwood,6.5,13.3,6.5,13.3,0,0,3.8,5.1,3.8,10.1,13.9,2.5,1.2,1.3,2.6,4.7,16.8,0.49,0.491,0,0.49,0.737,0.54,2718,26,,,,,,,,
1986-87,Dave Greenwood,6.1,12,6.1,11.8,0.1,0.1,4.4,5.6,4.7,9.6,14.3,4.3,1.3,0.9,2.9,4.5,16.7,0.513,0.513,0.5,0.515,0.785,0.58,2587,29,,,,,,,,
2005-06,Orien Greene,4.2,10.7,3.8,9,0.4,1.7,1.9,2.9,1.6,4.6,6.1,5.4,3.2,0.4,4.6,7.6,10.7,0.395,0.427,0.225,0.413,0.662,0.449,1235,23,,,,,,,,
2009-10,Donte Greene,7.6,17.3,5.5,11.6,2.2,5.7,2.8,4.4,1.7,5.7,7.3,2.2,1.3,1.7,2.9,4.7,20.3,0.441,0.473,0.377,0.504,0.643,0.526,1630,21,,,,,,,,
2006-07,Willie Green,10.3,24.9,8.8,20.4,1.5,4.5,2.1,3.2,1.2,3.3,4.5,3.2,1.6,0.1,3,4.1,24.1,0.411,0.43,0.325,0.441,0.667,0.458,1842,25,,,,,,,,
2007-08,Willie Green,10.2,23.4,8.8,18.6,1.4,4.8,3,4,0.9,4,4.9,4.1,1.5,0.6,2.9,3.2,24.8,0.436,0.475,0.285,0.465,0.757,0.492,1970,26,,,,,,,,
2008-09,Willie Green,8.3,19.2,6.9,14.5,1.5,4.7,1.8,2.5,0.8,2.8,3.7,4.6,1.5,0.4,1.9,4.5,20,0.435,0.473,0.317,0.473,0.729,0.493,1828,27,,,,,,,,
2009-10,Willie Green,8.4,18.3,6.8,13.7,1.6,4.6,3.2,3.8,0.7,3.7,4.4,5.1,1.1,0.4,2.3,4.6,21.5,0.457,0.494,0.346,0.5,0.833,0.538,1553,28,,,,,,,,
2010-11,Willie Green,8.7,19.7,7,14.7,1.7,5,2.5,3.2,0.7,4.5,5.2,2.4,1.2,0.4,2.2,4.6,21.7,0.443,0.476,0.348,0.488,0.78,0.515,1674,29,,,,,,,,
2012-13,Willie Green,7.9,17.1,4.7,9.8,3.1,7.4,1,1.4,0.8,3.5,4.3,2.4,1.3,0.5,1.4,4.3,19.9,0.461,0.486,0.428,0.553,0.719,0.562,1188,31,,,,,,,,
1985-86,Sidney Green,8.5,18.3,8.5,18.1,0,0.2,5.5,7,4.3,9.4,13.7,2.9,1.5,0.8,4.6,6.1,22.4,0.465,0.469,0,0.465,0.782,0.526,2307,25,,,,,,,,
1986-87,Sidney Green,6.8,14.4,6.8,14.3,0,0.1,3.2,4.7,5.2,12.1,17.3,1.6,1.1,1.3,3.4,5.2,16.7,0.472,0.474,0,0.472,0.672,0.509,1792,26,,,,,,,,
1987-88,Sidney Green,6.1,13.8,6.1,13.8,0,0,3,4.5,5.2,10,15.2,2.2,1.5,0.8,3.5,7.5,15.2,0.441,0.443,0,0.441,0.663,0.48,2049,27,,,,,,,,
1988-89,Sidney Green,7,15.2,7,15.1,0,0.1,4.6,6.1,5.7,8.5,14.2,2.7,1.7,0.6,4.5,6.2,18.6,0.46,0.463,0,0.46,0.759,0.52,1277,28,,,,,,,,
1989-90,Sidney Green,7.7,16.5,7.7,16.5,0,0.1,3.4,5.2,4.1,10.5,14.6,2.5,1.2,0.6,2.9,5.7,18.9,0.468,0.468,0.333,0.469,0.651,0.501,1860,29,,,,,,,,
1991-92,Sidney Green,6.5,15.2,6.5,15.2,0,0,3.2,3.9,4.1,11.1,15.1,1.6,1.3,0.5,2.7,6.6,16.2,0.427,0.427,,0.427,0.82,0.479,1127,31,,,,,,,,
1981-82,Rickey Green,8.2,16.6,8.2,16.5,0,0.1,3.3,4.3,1.4,2.6,4,10.3,3,0.1,3.2,3,19.7,0.493,0.497,0,0.493,0.765,0.531,2822,27,,,,,,,,
1982-83,Rickey Green,7.5,15.1,7.4,14.9,0,0.2,3,3.7,1,2.6,3.6,11.2,3.5,0.1,3.6,2.5,17.9,0.493,0.497,0.154,0.494,0.797,0.534,2783,28,,,,,,,,
1983-84,Rickey Green,7.3,14.9,7.2,14.7,0,0.3,3.2,3.9,0.9,2.9,3.8,12.4,3.6,0.2,2.8,2.6,17.7,0.486,0.493,0.118,0.487,0.821,0.532,2768,29,,,,,,,,
1984-85,Rickey Green,7.2,15,7,14.6,0.1,0.4,4.4,5,0.7,2.9,3.5,11.2,2.5,0.1,3.3,2.5,18.8,0.477,0.482,0.3,0.481,0.869,0.546,2431,30,,,,,,,,
1985-86,Rickey Green,8.2,17.5,8.1,16.8,0.1,0.7,4.9,5.8,0.7,2.4,3.1,9.5,2.4,0.1,3,3,21.5,0.471,0.483,0.172,0.474,0.852,0.537,2012,31,,,,,,,,
